index_label,id,user,time,score,content,keywords,sentiment
761,160266261,M59****303,2019-08-11 16:08,0,“黄山归来不看山，九寨归来不看水。”不愧是有着“世界自然遗产”和世界生物圈保护区”的九寨沟，真是令人心醉。远山重峦叠嶂，水涧与瀑布相映成趣，石头千姿百态。九寨沟的水清清的，轻轻地流进了我的心田，带给我无尽的遐想……愿此生做人如水，有着至刚、至净、能容、能大的胸襟和气度，如水人生，随缘从众。,如水 九寨沟 归来 有着 看山 看水 令人心醉 重峦叠嶂 水涧 至刚 至净 能大 清清的 自然遗产 相映成趣 从众 心田 随缘 九寨 能容,0.9999999999059437
762,160317008,岸芷汀兰之雨彤,2019-08-07 22:24,0,这些日子一直在听“神奇的九寨”，同事说我回不来了哈，是啊人虽然回来，但是心却留在了那个“美丽神圣的九寨”。我称这次考察为“梦幻之旅”，因为我不敢相信原来水可以是这样美的，美的让自己可以心动落泪，美的让自己不忍心眨眼睛，美的让自己恨自己的脚力不足，九寨你为什么要那么美，就像梦境一般，当我踏上这片神奇的土地，感觉自己是虚无缥缈的，好怕自己的脚步吵醒你那动人的睡梦。每一步都是不一样的景色，激起了自己这样那样的感叹.....这你的怀抱中，自己就像一个刚刚出世的婴儿，眼前的一切一切都是那么新鲜美丽，那么好奇，贪婪的想全部收纳眼中，印在心中。&#x0A;&#x0A;“在那离天很近的地方，总有一双眼睛在守望，她有着森林绚丽的梦想，她有着大海碧波的光芒；在那离我很远的地方，总有一只花朵在芬芳，她有着生命祈求的梦想，她有着日月轮回的沧桑。神奇的九寨，人间的天堂，你把那温情的灵光洒遍山岗，你把那童话的世界铺满高原。你令那天下人儿深情向往……”一首“神奇的九寨”把她的美歌颂的是淋漓尽致。&#x0A;水是九寨沟之魂。在九寨沟听到最多的词就是海子，看来海子肯定与水有关了。原来，九寨的人们没有见过大海，但他们向往蔚蓝而浩瀚的大海，因此就把九寨的湖泊称为大海的儿子，即海子。传说这些海子是一对藏族青年的情物－－宝镜摔到深渊底顿时破碎而形成的。海水呈孔雀蓝，晶莹透明，清澈见底。由于水中的沉积物和水藻等对阳光的反射，使得海水五彩斑斓，更由于映入海水中的白云、蓝天、森林、雪山的倒影，使得九寨沟的景色分外迷人美丽，宛如一幅山水画卷。,九寨 美的 海子 &# x0A 神奇 大海 九寨沟 有着 海水 美丽 向往 总有 景色 梦想 孔雀蓝 森林 我称 好怕 .....,1.0
763,160345189,怀念那些雨中的路,2019-07-29 13:42,0,早知有九寨，何必恋天堂！如果说哪个景区去多少次都不会腻，那当九寨沟莫属。九寨沟不仅有浓郁的藏乡人文，其一山一水无不让人流连忘返！&#x0A;九寨沟的水，变化多端，清的让人忍不住想爬下去喝，绿的让人心头荡漾，蓝的让人心随水飞！&#x0A;九寨沟的山，变化莫测，晴可蓝天白云，阴可雨雪纷飞。一年当中，无论哪个季节来，都不会让人失望，都会让人有换个季节再来的冲动。&#x0A;九寨沟虽然地处偏远，但如今交通已经十分便利，自驾，跟团都是不错的选择！因其是相当成熟的景区，所以旅游配套设施也是很完善的。但其海拔较高，部分人群需要注意身体。&#x0A;虽然地震让其遭到破坏，但相信大自然的修复能力会还给我们一个更加美丽的九寨沟！期待景区再次开放，再览娇容！,九寨沟 &# x0A 景区 爬下去 季节 一山一水 那当 随水飞 阴可 跟团 再览 娇容 流连忘返 变化莫测 蓝天白云 自驾 九寨 纷飞 变化多端,1.0
764,160343646,下一站心动,2019-07-18 23:30,0,#神奇的九寨沟#&#x0A;“九寨归来不看水”，是对九寨沟景色真实的诠释。泉、瀑、河、滩108个海子，构成一个个五彩斑斓的瑶池玉盆。长海、剑岩、诺日朗、树正、扎如、黑海六大景观，呈“Y”字形分布。翠海、叠瀑、彩林、雪峰、藏情、蓝冰，被称为“六绝”。神奇的九寨，被世人誉为“童话世界”，号称“水景之王”。,九寨 九寨沟 神奇 #&# x0A 看水 108 玉盆 剑岩 诺日朗 树正 翠海 彩林 藏情 蓝冰 六绝 水景 童话世界 长海 五彩斑斓,0.999999999999996
765,158088298,王昱珺,2019-03-10 18:29,5,五月份的时候去的，一天里经历了山下下雨，山顶下雪，一天经历了四季。冷的不行，鞋子被雨淋湿，脚趾都冻麻木了，人很多，不想排队座免费车，多花钱坐了转车，转悠了一天，可惜不是大太阳☀，没有看到湖面波光粼粼的景色,一天 多花钱 转车 波光粼粼 五月份 经历 雨淋 脚趾 转悠 下雪 鞋子 下雨 麻木 排队 四季 景色 湖面 山下 山顶 免费,0.18076233787600338
766,155211115,江湖一秀才,2018-06-10 10:55,5,九寨归来不看水，人间仙境，下次带小孩一起去，就是交通补胎便利,人间仙境 看水 补胎 九寨 下次 归来 小孩 便利 交通 一起,0.9543545988613843
767,157983804,205****183,2019-02-23 11:55,5,九寨归来不看水，绝对是句大实话，一生必去的地方，最好每个季节去一次,看水 必去 九寨 实话 归来 季节 一生 每个 最好 一次 地方,0.8637795509470246
768,157934125,索姆省宝儿,2019-02-17 12:38,5,九寨沟主体呈“Y”字形，由树正沟、日则沟和则查洼沟三条沟组成，,树正沟 查洼沟 日则沟 九寨沟 字形 三条 主体 组成,0.7053306708558996
769,160256218,HY燕子,2019-08-11 13:37,0,九寨沟主沟呈“Y”字形，总长50余千米。沟中分布有多处湖泊、瀑布群和钙化滩流等。原始森林覆盖了九寨沟一半以上的面积。九寨沟以高原钙化湖群、钙华瀑群和钙化滩流等水景为主体的奇特风貌。,钙化 九寨沟 滩流 主沟 50 沟中 湖群 钙华 瀑群 水景 瀑布群 余千米 风貌 原始森林 字形 多处 总长 奇特 湖泊 覆盖,0.9998831409613255
770,113288497,噼里啪啦帕皮里,2017-07-24 20:41,4,建议10月11月来九寨沟，树叶变黄变红的时候配合着蓝绿色的海一定超级美。8:00-18:00开门，14:00之后停止检票。携程买票，入园刷身份证就可以。现在正值丰水期瀑布很好看，中心诺日朗瀑布是84版西游记取景地。今天因为感冒发烧就没有去看查哇沟，下回再来一定要去看看。&#x0A;七月份一日游建议路线:沟口进去坐观光巴士到树正寨，然后走着到犀牛海乘车点做观光巴士到箭竹海，然后一路走回诺日朗中心，稍作休息吃吃午饭，然后去看诺日朗瀑布，这时候大概下午两三点，之后在诺日朗中心坐观光巴士到长海，再从上面走下来（长海这段我们没走，有点遗憾）&#x0A;祝以后去的旅友们玩的开心，玩的尽兴。,00 巴士 观光 诺日朗 &# x0A 日朗 瀑布 长海 中心 两三点 10 11 变黄变 18 14 入园 84 看查 正寨,0.9999912882948364
771,158325602,蜜思猫猫,2019-04-08 07:25,5,置身其中，仿佛游在画中，特别美好&#x0A;【景色】,游在 &# x0A 置身其中 景色 美好 仿佛 特别,0.998701133128881
772,157555402,m27****9517,2019-01-02 07:42,5,弱弱的问一句。现在开放了嘛？,弱弱 开放 一句 现在,0.5273465869173759
773,156801554,M47****235,2018-10-01 23:13,5,去九寨沟的车路真的很不好走，一路走去弯道和落石提示都让人警惕，过来九道弯就差不多到了。住在沟口，买好票第二天就取票，九寨水色真的美！,车路 取票 真的 落石 九道 九寨 沟口 弯道 买好 水色 九寨沟 警惕 提示 第二天 一路 不好 过来,0.9905759040180253
774,157933471,老鼠捉猫John,2019-02-17 11:46,5,九寨沟真的是人间天堂，来四川不到九寨沟就太可惜了。,九寨沟 人间天堂 可惜 四川 真的 不到,0.9878748433361637
775,159032429,-青青草-,2019-05-31 09:13,5,去年3月去的九寨，只开放了4个景点，下次还要来看,九寨 景点 下次 开放 去年 还要,0.37756995885280686
776,161270624,M35****6064,2019-10-02 23:27,1,停车场集合人员等了一个多小时，排队检票进山又一个多小时。到最后有四个景点没有来的及观看。,一个多 检票 小时 停车场 景点 进山 排队 集合 观看 四个 人员 最后,0.2827627010578654
777,160986915,135****7290,2019-09-17 17:35,0,九寨沟，珍珠滩与珍珠滩瀑布～珍珠滩瀑布是景区内落差最大的瀑布～也是西游记取景地之一～很难想象，相对平静的珍珠滩之下会形成如此壮观的瀑布景象，身临其境才能感受到的惊喜～,珍珠 瀑布 取景 身临其境 西游记 九寨沟 壮观 落差 景区 惊喜 景象 感受 平静 想象 很难 之下 相对 最大 形成,0.9998420721150088
778,157858485,阿狼,2019-02-11 16:50,5,相当值得一去的景点，应该去看看祖国大好河山,大好河山 景点 一去 祖国 值得 相当 看看 应该,0.8060125964030613
779,161987394,墨城陌路,2019-11-15 23:20,2,没有想象中那么好，外面其实也可以购票的。,购票 想象 外面,0.7008838523625228
780,161147600,流云飞岫,2019-09-23 22:30,0,2010年秋季去的九寨沟。九寨的风景有一种幽静之美，可以套用“低调的奢华”。九寨沟县，隶属于四川省阿坝藏族羌族自治州，位于青藏高原东部边缘，阿坝州东北部。&#x0A;九寨沟境内拥有“世界自然遗产”、“世界生物圈保护区”、“绿色环球21”三项国际桂冠和国家首批5A级风景名胜区称号，还有省级勿角大熊猫自然保护区、白河金丝猴自然保护区、贡杠岭自然保护区、甘海子国家森林公园和神仙池风景区、甲勿天池、黑河风光带等众多生态人文资源。值得一游。,自然保护区 九寨沟 风景 神仙池 风光带 九寨沟县 四川省阿坝藏族羌族自治州 阿坝州 2010 之美 &# x0A 21 5A 贡杠 甘海子 甲勿 一游 自然遗产 国家森林公园,1.0
781,154688613,michelle_yo,2018-05-03 14:14,5,九寨沟简直不要太美！！以前看照片还有图片，还以为只是照片后期，结果真的去了之后真的太惊艳了，景色实在是太特别！太美了！我是冬季淡季去的，逛起来很舒服，会下点微微的小雪，别有一番味道，而且整体也比较方便，进去后上山有大巴车，可以先坐到山顶，然后慢慢往下逛，逛累了再坐车到大门。,照片 逛起来 坐车到 会下点 大巴车 逛累 真的 惊艳 别有 小雪 九寨沟 淡季 景色 山顶 上山 舒服 味道 微微 冬季 大门,0.9999991999536723
782,107087240,萍水相逢兔兔妈,2017-05-14 14:56,5,"如果一生中没到过九寨沟真是遗憾,感谢大自然赐给我们这么美的地方,美得令人窒息,美得让人心醉,美得恍若隔世,美得令人神往.仙境似的鬼斧神工值得人们游览更加值得人们保护.只是从成都坐汽车需要8小时有点疲劳,以后有高速就好了,还有九寨里面的游览车窗户觉得需要改进,正好挡住往外看风景的视线.",游览车 值得 美的 心醉 恍若隔世 令人神往 鬼斧神工 九寨 令人窒息 仙境 人们 九寨沟 需要 赐给 游览 大自然 视线 窗户 挡住 往外,0.9999999820350997
783,106977342,E32****406,2017-05-12 15:42,5,九寨沟的冬天也是非常美丽的，你可以感受到这里的银装素裹，景色非常棒，满山的落雪看起来完全就是童话一样的，而且冬天的时候过来门票也是比较便宜的，环境主要是非常好，你可以感受到这里的最美丽的景色。到九寨沟就是看水，水确实非常清澈的，这边的游客一年四季都是蛮多的，酒店住宿各方面还算是挺方便的吧，当然，九寨沟在全国旅游景点里面也是排名靠前的景点了&#x0A;&#x0A;还有渝湘食府的店铺做的美食也不错，价格实惠，老板也是很好，蛮可爱的，推荐,九寨沟 &# x0A 景色 冬天 美丽 食府 感受 银装素裹 看水 落雪 旅游景点 满山 一年四季 美食 童话 景点 住宿 门票 清澈,0.9999999999997733
784,101794383,维维1999,2017-04-24 02:40,5,我们是自驾游的14个人。来到附近住在购物景区内夜晚的温度只有4℃第二天早上六点多就集合上山了早上温度也是3℃～5℃之间上山前我们买了很多防寒装备来到山上坐着游览车把五花海长海九寨沟景区我们都逛了个遍景色十分秀丽看到这些自然遗产都让我们叹为观止,景区 早上 温度 游览车 五花海 14 长海 自然遗产 来到 防寒 自驾游 六点 叹为观止 九寨沟 秀丽 山前 购物 景色 上山 集合,0.40135332324038
785,158284531,penghaolan520,2019-04-05 12:03,5,值得去看看的自然风景秀美山川河流奇骏,奇骏 自然风景 秀美 山川 河流 值得 看看,0.9930966178296565
786,155430329,_WeCh****011532,2018-06-27 15:18,5,挺不错的，运气很好，玩的时候没下雨,挺不错 下雨 运气,0.9534845159002829
787,161453775,205****307,2019-10-08 22:14,2,组织有点混乱，但服务态度还可以,服务态度 混乱 有点 组织,0.4065702568320525
788,157690671,kiujiwesley,2019-01-23 21:29,5,自然风光一绝……但人实在太多了,一绝 自然风光 实在,0.823769583617216
789,158144729,_WeCh****711524,2019-03-18 19:58,5,素闻九寨归来不看水，地震前去了，的确让人流连忘返，住在离九寨沟沟口有点距离的九寨天堂洲际酒店，环境风光之美文字难以形容，期待九寨沟重新开放。,九寨 九寨沟 看水 之美 素闻 流连忘返 难以形容 沟口 洲际 天堂 归来 风光 酒店 地震 前去 期待 开放 文字 距离 有点,0.9999980443656318
790,155806252,Ronaldol,2018-07-22 13:58,5,九寨沟主要以原始森林和海子组成，山水秀丽，树木林立，每一个季节在九寨沟都有最好的发挥，四季都可以去参观，冬天的时候主要去早一点，景区内比较少吃饭的地方，主要是坐车游览，坐车游览但不是特别值，建议下去走走，可以发现九寨沟不一样的风景。,九寨沟 坐车 游览 和海子 主要 原始森林 秀丽 走走 林立 景区 四季 参观 山水 风景 树木 冬天 季节 吃饭 发挥 最好,0.9999892628931217
791,108391052,E32****876,2017-05-27 18:45,5,九寨的水，是蒙胧神秘的。五彩池，就像一块五彩的宝石，幽绿中透着蓝，蓝中泛着橙、橙中映着赤、赤中蕴着黄，斑斓耀眼，摄人心魄。静静注视着她，群山、绿树、蓝天、白云的倒影与真正横卧于水底的老树交相辉映，真是妙不可言。老虎海，因下边的瀑布声传来似呼啸而得名。她是深邃恬静的，藏于青山绿树中，伏于深林密草内，但沉默中蕴蓄着暴烈，安谧中隐藏着桀骜。&#x0A;&#x0A;还有我们吃的渝湘食府的美食，超级很好，牛肉很好吃，鱼也是很不错,&# x0A 绿树 林密草 食府 五彩池 摄人心魄 蒙胧 蕴蓄 幽绿中 蓝中泛 赤中 蕴着 藏于 伏于 桀骜 安谧 九寨 妙不可言 暴烈,0.9999999997398776
792,108011308,gz****s,2017-05-25 15:47,5,九寨沟风景区呈“Y”字形，由树正沟、日则沟和则查洼沟三条沟组成，总长50余公里，一般是乘坐环保车一个个景点玩下来，但是，有些风景必须步行观看，所以一天的时间是不够的，只能看看主要景点。要全面仔细欣赏美景需2天时间，九寨沟门票和观光车票只当天有效，所以要买2天的门票和车票。虽然游玩的成本和时间花费多了，但是值得。&#x0A;进入九寨沟一般是上午8点钟左右，5月份虽然不是7、8月份旺季还是有不少人，据说有一万多人。下午一般到5、6点钟就出沟了，所以游览时间要安排好。,九寨沟 点钟 景点 车票 门票 时间 树正沟 环保车 查洼沟 50 &# x0A 出沟 日则沟 月份 一万多 美景 游玩 观光 余公里,0.9951682303239169
793,156748994,Mr_hu18,2018-09-26 17:27,5,地震前去的九寨沟，深深的喜欢上了这个世外桃源，衷心希望她一直这样美丽下去让更多的人去欣赏去喜欢，如今地震的破坏程度到底如何，我不清楚有一天我会再一次与她邂逅，听她诉说曾经的故事。,地震 喜欢 衷心希望 世外桃源 邂逅 九寨沟 诉说 欣赏 深深 我会 美丽 前去 故事 破坏 曾经 清楚 下去 一天 程度 一次,0.9999999947067559
794,161928642,187****7767,2019-11-11 10:09,1,不靠谱出景区根本就没有导游接,导游 不靠 景区 根本,0.17481293524472585
795,158314146,Anny79的世界,2019-04-07 10:24,4,景色怡人，五彩缤纷，水中花叶。,怡人 花叶 五彩缤纷 景色 水中,0.9935100110556653
796,156549655,兰夏的果实,2018-09-03 21:52,5,九寨沟不愧是老牌的5A级景区，里面的设施非常完善，整个景区都非常干净，每个景点之间都有景区大巴车可以到达，非常的方便省力。,景区 5A 大巴车 省力 九寨沟 景点 老牌 不愧 干净 设施 到达 方便 完善 每个 里面 整个 之间,0.9998507428367276
797,161987879,118****063,2019-11-16 00:28,1,本人已年过60岁了，在网上订票时没能提前了解清楚如何操作，与其余3人一起买了成人全价票。随后咨询客服和客服专员，均告知买了成人全价票，就只能用全价票，一开始均故意回避是否有优惠老人票或免票问题，当本人了解到在法定节假日是可以购买老人优惠票且入园时刷身份证是自动识别的情况后，询问：既然可享受优惠门票，与全价票的差额为何不退？究竟是谁收取了？无论是客服还是导游均不予回答。后来在景区游客中心了解到，对于60岁以上老人，景区是免门票的，可直接刷身份证入园，只需另外购买交通等其他费用。原本很好的行程、非常值得游览的景区以及好心情，结果让携程相关人员的不体谅、不*实、****问题的态度和做法给破坏了！如果是千方百计要从政策予以照顾的老人这里赚取额外的利润，那真是太遗憾！,全价 客服 老人 景区 60 入园 优惠 门票 身份证 成人 了解 已年 票且 时刷 购买 免票 自动识别 其他费用 订票 携程,6.661338147750939e-16
798,160321198,秋日侠影,2019-06-20 08:30,0,很难想象世界上还有比九寨沟更美的地方，世界上有更高的山峰，更大的湖泊，更浓密的原始森林，更神秘的民族村寨，但将这些绝美的景观-雪峰、湖泊、森林和少数民族村寨完美地组合在一起的地方，却只有九寨沟。&#x0A;&#x0A;九寨沟风景名胜区地处四川西北部的高原上，是由岷山山脉中呈“Y”形分布的日则沟、则查洼沟、树正群海沟三条沟谷组成，因为沟内分布着九个藏族村寨，故名“九寨沟”。&#x0A;&#x0A;一路行来，熊猫海、五花海、珍珠滩。这些如诗般的名字，把如画般的美景展现在我们面前。在诺日朗吃罢午饭，继续坐车到达“Y”形的左顶点：长海景区。海拔3103米的长海可以说是最美的一个高原湖泊，蓝得发绿的湖水，一条彩带横贯湖面，远处雪山高耸，蓝天近在眼前，呼吸着清新自然的空气，真是心旷神怡。&#x0A;&#x0A;游罢九寨沟，我真正体会到“九寨沟归来不看水”的意境。由于没有污染，水的能见度相当地高（透明度达30多米），加上独特的石灰岩地质构造，浓密的原始森林、高原爽朗的气候，这一切，终于孕育出世界上独一无二的九寨沟。,&# x0A 九寨沟 村寨 美的 长海 湖泊 高原 浓密 原始森林 般的 如诗 世界 五花海 查洼沟 树正群 沟内 诺日朗 3103 蓝得,1.0
799,156984699,新月涓涓,2018-10-16 06:08,5,九寨沟旅游留下印象深刻，风景秀美景色迷人，人间天堂般的感觉！,人间天堂 秀美 九寨沟 迷人 景色 风景 印象 般的 深刻 旅游 留下 感觉,0.9986035866831326
800,111071893,远行-遇见你,2017-06-29 13:06,5,你一生必去的旅行地清单里，一定会有九寨沟。虽说九寨沟四季不同景，甚至晴天和雨天都各有各的美，值得一去再去。但毕竟九寨沟在川北的高原上，不通铁路，从成都出发，乘车也需要8小时左右。作为一个去过无数次九寨沟，闭着眼睛都能玩转九寨的人，现在郑重地告诉你：如果一生只去一次九寨沟，一定要按照这篇攻略，里里外外玩个底朝天才不留遗憾！,九寨沟 一生 玩个 必去 玩转 九寨 攻略 底朝天 雨天 川北 里里外外 无数次 晴天 闭着 乘车 这篇 清单 一去 不留 一定,0.9999514548688282
801,108391335,暖暖的春园,2017-05-27 18:36,5,九寨的水，是色彩斑斓的。五花海，湖底有一丛丛灿烂的珊瑚，还有许多自由嬉戏的鲤鱼，在阳光的照射下，五光十色，异常迷人。站在不同的角度看五花海，忽的发现，同一水域，却有不同的颜色，鹅黄、墨绿、深蓝、藏青，色彩缤纷，斑驳迷离；如若跃上五花海最高点老虎石上俯视，它又俨然一只羽毛丰满的开屏孔雀&#x0A;&#x0A;还有渝湘食府的美食真的是很好吃，味道非常不错,五花海 &# x0A 食府 开屏 石上 羽毛丰满 色彩缤纷 藏青 一丛丛 九寨 墨绿 色彩斑斓 鹅黄 深蓝 五光十色 跃上 斑驳 迷离 嬉戏,0.9999999924028479
802,162011920,M57****980,2019-11-18 11:27,1,环境好，就是里面工作人员，哎……垃圾的,垃圾 工作人员 里面 环境,0.32581653779263664
803,161816940,6598,2019-11-02 20:59,1,需要另外交费，直接找当地酒店买票便宜点,交费 买票 酒店 便宜 当地 直接 需要,0.004763144919393669
804,160251245,叫我小皓,2019-08-11 22:19,2,感觉没有黄龙好玩，人又多，一天难得跑完,黄龙 好玩 感觉 一天,0.880480632587436
805,154938494,龟龟蔡,2018-05-20 22:21,5,如果希望九寨沟的游客少，不用排长队，不用人挤人，只想看看这里美丽的水色。那么我极力推荐，在冬季的时候，随着春节前的前三四天，来到景区这里，保证人少，而且玩的舒心。但是前提是你要确保回程的交通。,排长队 不用 人挤 极力推荐 回程 舒心 水色 三四天 人少 九寨沟 只想 景区 春节 游客 美丽 冬季 确保 前提 交通 保证,0.996626974970432
806,155168862,aijun000,2018-06-06 17:29,5,九寨沟从今年3月8日重新开放了，每天限流2000人，跟着交景车走，上午走树正群海，镜海，中午在诺日朗休息区吃饭，下午走长海，五彩池和双龙海，依然非常漂亮,限流 五彩池 2000 交景车 走树正 群海 镜海 诺日朗 长海 休息区 双龙 九寨沟 漂亮 中午 开放 吃饭 上午 下午 跟着 每天,0.9999247554862171
807,156309039,qd****613,2018-08-26 20:21,5,很美丽的地方。去过一次一生值得了，九寨是我最美好的回忆！珍惜。。。美丽的风景美丽的人。。。,美丽 九寨 珍惜 去过 美好 风景 回忆 一生 值得 一次 地方,0.9999999517068355
808,156934692,阿里巴第二代,2018-10-12 07:08,5,不去九寨不知道这里的美，的的确确这里真的是太美了，第一次发现原来水还有那么多的颜色，这里的空气也很清纯，让人有一种美好的感觉。,的的确确 九寨 清纯 美好 不去 颜色 空气 第一次 感觉 真的 原来 发现 一种 知道,0.9924567733303309
809,157286665,不如没有好,2018-11-24 11:46,5,九寨沟是一生必须要去的一个地方，去了会让你流连忘返，还想去第二次第三次，可惜现在是闭园期间，真的好怀念之前她那美丽的风景，不知道以后还能不能恢复,闭园 好怀念 流连忘返 九寨沟 风景 第三次 美丽 可惜 第二次 一生 真的 恢复 之前 期间 地方 以后 知道 现在 一个,0.9996238459927057
810,155886789,_m13****2919,2018-07-26 15:25,5,这个地方大概用任何的笔墨或照片都无法记录她的美，必须要身临其境才能领略到她的魅力。只能赞叹造物主是如此巧夺天工，令人惊叹！,巧夺天工 造物主 领略到 身临其境 令人惊叹 笔墨 赞叹 魅力 照片 记录 无法 只能 地方,0.9999620847195198
811,160811592,呵呵我来了,2019-09-06 10:48,0,江山如此多娇（六）：到了这里，你会不由自主的发出惊叹，原来一池碧水，竟会让你心神摇荡，想要投身其中。,多娇 摇荡 碧水 心神 竟会 惊叹 投身 不由自主 江山 想要 发出 原来,0.9944037199098495
812,160327368,米兔Kiki,2019-07-26 18:05,0,九寨沟一眼万年&#x0A;九寨归来不看水，一别经年，别来无恙,&# x0A 看水 经年 九寨 别来无恙 九寨沟 万年 归来 一眼,0.6255941605586783
813,155292676,118****307,2018-06-17 16:15,5,作为震后小长假第一批客人，景区每天限额2000人次，所以可以不用那么人挤人。目前开放了7个景点，从早上9点到下午2.3点差不多就可以结束了.景区有专门的大巴车跟导游，不会累！真的每个人只要有手机拍出来的每一张图片都可以当屏保！值得来看看大自然的鬼斧神工！就是从成都到景区，那是一个漫长，早上7点出发，一路停停吃吃，到傍晚才到九寨沟景区外头然后入住酒店，准备睡觉！哈哈！酒店是跟导游住的，价格优惠，房间干净，很好！,景区 导游 早上 酒店 屏保 2000 人挤 2.3 大巴车 震后 鬼斧神工 停停 人次 九寨沟 入住 景点 点到 限额 大自然 傍晚,0.027834807238928172
814,155222384,M13****738,2018-06-11 09:33,5,九寨沟景色真的很美，令人流连忘返，可惜震后有些景点关闭，景色也受到影响，但是，依然美丽依然值得。感谢我们的导游张导，一个幽默风趣负责任的导游，三天来如好友般开心相处、似大哥般关心关怀、像兄弟般喝酒聊天跳舞带给我们许多快乐及欢笑，一位优秀的导游，一趟快乐的旅程，一段美好的时光，留下一个美妙的回忆！,导游 景色 快乐 兄弟般 张导 流连忘返 震后 依然 欢笑 旅程 风趣 九寨沟 景点 美妙 跳舞 好友 关怀 幽默 聊天 相处,0.99999999999997
815,155199129,E03****39,2018-06-09 11:02,4,行程安排很宽松，走走玩玩也就到了。导游美女小樊很热情，行程安排也很合理。基本2小时多一点，就会在有卖饮料小吃和特产的服务区安排休息。不会像自己坐大巴那么累。给小樊一个全五星好评&#x0A;至于风景，毕竟震后重建期，开放景点不多，长海也没什么水了。沟内行程安排非常紧，基本每个景点就是下车拍照半小时左右，就得继续跟着景区统一的导游和中巴车走了。不是特别执着于九寨沟的，还是等三年之后再去吧,小樊 行程 安排 导游 景点 &# x0A 沟内 中巴车 震后 长海 服务区 大巴 玩玩 小吃 五星 拍照 多一点 九寨沟 执着,0.9757702172432215
816,113022421,不平则鸣,2017-07-20 17:48,4,九寨沟之美，在于一个个海子。蓝天白云碧水，落木沉入湖底，湖水透明碧绿，层次丰富，色彩优美。来时是夏天，水量丰富，瀑布飞流，水花四溅，很凉爽。相信九寨秋天会更美。但去九寨沟无高速与铁路，坐车太累坐飞机太贵，到后一次起沟由于游人如织，顶着烈日排队入沟，排队坐车，只能是走马观花游日则沟。性价比不是很高。尤其不建议老少一起去，车程长，弯道多，又挤又辛苦。适合体力好的人慢慢走栈道欣赏美景。全家出游可选景区散客包车，车费人均叁佰，不用排队，景点沿途停靠，适合一次进沟游览大多数景点。,排队 坐车 九寨沟 景点 适合 水花四溅 之美 落木 起沟 游人如织 入沟 叁佰 进沟 日则沟 散客 飞流 走马观花 蓝天白云 丰富 九寨,0.9999999997986972
817,155213420,M14****425,2018-06-10 15:31,5,非常开心，九寨沟很美，非常值得去。张导人很好，幽默风趣⛳️,张导 风趣 九寨沟 幽默 开心 值得,0.9995178335759985
818,158066115,游侠半仙,2019-03-08 10:05,5,四川省阿坝州九寨沟风景区，美丽的童话世界，主体呈Y字形，,阿坝州 童话世界 九寨沟 字形 风景区 四川省 美丽 主体,0.9999855505480695
819,161543841,素素晶,2019-10-13 13:13,0,金秋访九寨，红叶胜花开。碧海泛五彩，风雪舞剑岩。四顾皆仙境，一步一徘徊。挥手暂相别，相约又重来,胜花开 暂相别 碧海 九寨 金秋 红叶 舞剑 四顾 相约 仙境 五彩 风雪 挥手 徘徊 一步,0.5888511747921418
820,156703195,笙歌以沫i,2018-09-21 16:13,5,非常想去九寨沟，可是得知没开放，对其他的地方全部失去了兴趣，哪里都不想去，就是想去九寨沟！,九寨沟 得知 兴趣 开放 失去 不想 全部 地方,0.8998778871067606
821,155146865,天涯乐逍遥,2018-06-04 22:59,5,九寨沟，人间天堂。九塞归来不看水。那些海子真的令人神往，各种不同颜色，水又是如此洁净，还有各种瀑布。至少要花一天时间才能玩个大概。,九塞 看水 玩个 人间天堂 令人神往 海子 要花 九寨沟 洁净 归来 瀑布 颜色 至少 真的 一天 时间,0.5981503598326037
822,103244189,陈家的朱朱,2017-04-27 23:01,5,都说九寨归来不看水，去过九寨才能真正体会到那种感觉！虽是春天去的，但九寨的春天来的较晚，也正因为如此，才能体会到四级的九寨！从长海的雪山冰湖到镜海的倒影，无法言语的美妙！非常值得一去的地方！,九寨 体会 春天 冰湖 看水 镜海 长海 倒影 四级 一去 美妙 较晚 雪山 去过 归来 言语 值得 那种 感觉 无法,0.9999999831936627
823,158126584,池塘春草,2019-03-16 14:07,5,九寨沟真是人间仙境，一条条栈道纵横在绝清的水上，如梦如幻的各种蓝，绿色池子令人心旷神怡。,人间仙境 绝清 如梦如幻 心旷神怡 池子 栈道 九寨沟 一条条 水上 纵横 绿色 令人 真是,0.9995691574089678
824,156359902,130****8868,2018-08-29 09:08,5,人间仙境真得美得出奇绝对值得一去,人间仙境 一去 出奇 值得,0.9474419146548297
825,160314962,龘龘15,2019-07-23 05:49,0,九寨沟的海子不输瑞士的湖，很美。去的时候刚刚地震之后重新开园不久，很多地方没有完全开放，但是就开放的地方已经让人陶醉，值得游览！,开放 不输 开园 海子 九寨沟 地方 陶醉 游览 瑞士 地震 值得 不久 刚刚 重新 完全 之后 已经,0.9999930710697146
